commercial_name_en,commercial_name_ar,scientific_name,manufacturer,drug_class,route,price_egp
DAPAVELDACTIN 5 MG 28 F.C. TABS.,دابافيلداكتين,DAPAGLIFLOZIN,LIPTIS,ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS,ORAL.SOLID,268.0
DAPAVELDACTIN PLUS 5/1000 MG 28 F.C. TABS.,دابافيلداكتين بلوس 5/,DAPAGLIFLOZIN+METFORMIN,LIPTIS,ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS,ORAL.SOLID,200.0
DAPAVELDACTIN PLUS 5/850 MG 28 F.C. TABS.,دابافيلداكتين بلوس 5/,DAPAGLIFLOZIN+METFORMIN,LIPTIS,ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS,ORAL.SOLID,200.0
DAPILART 10 MG 14 F.C. TABS.,دابيلارت,DAPAGLIFLOZIN,MASH PREMIERE,ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS,ORAL.SOLID,108.0
DAPILART 10 MG 28 F.C. TABS.,دابيلارت,DAPAGLIFLOZIN,MASH PREMIERE,ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS,ORAL.SOLID,216.0
DAPILART 5 MG 14 F.C. TABS.,دابيلارت,DAPAGLIFLOZIN,MASH PREMIERE,ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS,ORAL.SOLID,108.0
DAPOXEMED 30 MG 3 F.C. TABS.,دابوكسيميد,DAPOXETINE,MEDIZEN PHARMACEUTICAL INDUSTRIES,PREMATURE EJACULATION,ORAL.SOLID,17.5
DAPOXTARD 60 MG 3 F.C. TABS.,دابوكستارد,DAPOXETINE,AUG PHARMA,PREMATURE EJACULATION,ORAL.SOLID,58.0
DAPOXTARD 60 MG 6 F.C. TABS.,دابوكستارد,DAPOXETINE,AUG PHARMA,PREMATURE EJACULATION,ORAL.SOLID,116.0
DAPSOCYRL 5 % TOPICAL GEL 30 GM,دابسوسيرل 5 %,DAPSONE,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),ANTI-ACNE,TOPICAL,119.0
DAPSONE 100MG 20 TABS.,دابسوني,DAPSONE,EL NILE.,ANTIMALARIAL,ORAL.SOLID,158.0
DAPSONE 50MG 20 TAB.,دابسوني,DAPSONE,EL NILE.,ANTIMALARIAL,ORAL.SOLID,94.0
DAPTOMYCIN 500 MG PWD. FOR I.V. INJ./INF. VIAL,دابتوميسين بود. . ./,DAPTOMYCIN,SANDOZ,CYCLIC LIPOPEPTIDE ANTIBACTERIAL AGENT,INJECTION,1859.0
DARAPRIM 25MG 30 TAB. (N/A),دارابريم,PYRIMETHAMINE,GLAXO SMITHKLINE,ANTIMALARIAL,ORAL.SOLID,11.0
DARICONT 7.5 MG 10 EXT. REL. F.C. TAB.,داريكونت 10 إكست. ريل,DARIFENACIN,EVA PHARMA > HORUS FOR PHARMACEUTICAL PRODUCTS,URGE INCONTINENCE,ORAL.SOLID,20.0
DARIFENACIN-SAB 7.5 MG 10 EXTENDED RELEASE F.C.TAB.,داريفيناسين-ساب 10 إكستينديد ريلياسي,DARIFENACIN,SABAA > SAB TRADING,URGE INCONTINENCE,ORAL.SOLID,20.0
DARKOVIDA 30 CAPS,داركوفيدا,VITAMIN B6+FOLIC ACID+BIOTIN+PANTOTHENIC ACID+ZINC+CATALASE+HORSETAIL EXTRACT+PABA+L-TYROSINE+BETA SITOSTEROL+NETTLE ROOT EXTRACT+CHLOROPHYLLIN,PHARMA ZAD > BIOVIDA INTERNATIONAL COMPANY,DIETARY SUPPLEMENT,ORAL.SOLID,340.0
DARSI SHAMPOO 250 ML,دارسي,ZINC PYRITHIONE+PIROCTONE OLAMINE+SALICYLIC ACID+CITRUS LEMON+ROSEMARY+TEA TREE OIL+PANTHENOL+DIMETHICONE,COSMOPACK > DR PHARMA,HAIR CARE,TOPICAL,95.5
DARUPAX 10 MG 10 F.C. TABS.,داروباكس,RUPATADINE,RAMEDA,ANTI-HISTAMINE.SECOND-GENERATION,ORAL.SOLID,20.0
DARYAN COAL HAIR SHAMPOO 200 ML,داريان كوال هاير,,EL-HELOU PERFUMES & COSMETICS > MEDIFACT GROUP,HAIR CARE,TOPICAL,195.0
DARYAN HAIR SHAMPOO 100 ML,داريان هاير,SELENIUM SULFIDE+ZINC PYRITHIONE+CHAMOMILE+CALENDULA+ALOE VERA+TEA TREE OIL+PANTHENOL,EL-HELOU PERFUMES & COSMETICS > MEDIFACT GROUP,HAIR CARE,TOPICAL,170.0
DARZALEX 100MG/5ML  VIAL(N/A YET),دارزاليكس /,DARATUMUMAB,JANSSEN CILAG > SOFICOPHARM,ANTINEOPLASTIC,INJECTION,9688.0
DARZALEX 1800MG/15ML S.C. VIAL,دارزاليكس /,DARATUMUMAB,JANSSEN CILAG > SOFICOPHARM,ANTINEOPLASTIC,INJECTION,107361.0
DARZALEX 400MG/20ML  VIAL,دارزاليكس /,DARATUMUMAB,JANSSEN CILAG > SOFICOPHARM,ANTINEOPLASTIC,INJECTION,55808.0
DASANAJOINTA COLLAGEN 30 TABLETS,داساناجوينتا كوللاجين,GLUCOSAMINE SULFATE+HYDROLYZED TYPE 2 COLLAGEN+CHONDROITIN SULFATE+GINGER+VIT D3+FOLIC ACID+VIT B 12+COPPER+MANGANESE+ZINC+VIT C,COPAD > GENNECS PHARMACEUTICALS,CHONDRO PROTECTIVE SUPPLEMENT,ORAL.SOLID,300.0
DASATINIB SANDOZ 50 MG 60 F.C.TABS.,داساتينيب ساندوز,DASATINIB,SANDOZ,ANTINEOPLASTIC,ORAL.SOLID,12436.0
DASATINIB SANDOZ 70 MG 60 F.C.TABS.,داساتينيب ساندوز,DASATINIB,SANDOZ,ANTINEOPLASTIC,ORAL.SOLID,12436.0
DASATINIB SYNTHON 50 MG 60 F.C.TABS.,داساتينيب سينثون,DASATINIB,SYNTHON BV > ABOUKIR TRADING,ANTINEOPLASTIC,ORAL.SOLID,13567.0
DASIWORD 20 MG 60 F.C.TABS.(N/A YET),داسيوورد,DASATINIB,HIKMA SPECIALIZED PHARMACEUTICALS > HIKMA PHARMA,ANTINEOPLASTIC,ORAL.SOLID,4950.0
DASIWORD 50 MG 60 F.C.TABS.,داسيوورد,DASATINIB,HIKMA SPECIALIZED PHARMACEUTICALS > HIKMA PHARMA,ANTINEOPLASTIC,ORAL.SOLID,9600.0
DASIWORD 70 MG 60 F.C.TABS.,داسيوورد,DASATINIB,HIKMA SPECIALIZED PHARMACEUTICALS > HIKMA PHARMA,ANTINEOPLASTIC,ORAL.SOLID,9600.0
DATA-VERSION,داتا-فيرسيون,2026-06-16,,,UNKNOWN,1.0
DATRINI  4000 IU 30 TAB,داتريني,VITAMIN D 4000 IU+CALCIUM PHOSPHATE 150 MG+VITAMIN C 250 MG,PHARMAZAD > EGY MINDS,MULTIVITAMINS,ORAL.SOLID,110.0
DAUNOCIN 20 MG VIAL FOR I.V. INF.(CANCELLED),دونوسين,DAUNORUBICIN,KOREA UNITED PHARMA > EIMC,ANTINEOPLASTIC,INJECTION,110.0
DAUNOCIPLA 20 MG VIAL FOR I.V. INF.,دونوسيبلا,DAUNORUBICIN,CIPLA LTD. - INDIA > STAR INTERNATIONAL COMPANY,ANTINEOPLASTIC,INJECTION,137.0
DAVALINDI 10.000 I.U. 30 TABS.,دافاليندي 10.000 إ.أو,CHOLECALCIFEROL(VITAMIN D3),MUP,VITAMIN D,ORAL.SOLID,78.0
DAVALINDI 1000 I.U. 100 TABS.,دافاليندي 1000 إ.أو,CHOLECALCIFEROL(VITAMIN D3),MUP,VITAMIN D,ORAL.SOLID,77.0
DAVALINDI 200.000 I.U./ML 1 I.M  AMP.,دافاليندي 200.000 إ.أو./مل 1,CHOLECALCIFEROL(VITAMIN D3),MUP,VITAMIN D,INJECTION,28.0
DAVALINDI 200.000 I.U./ML 2 I.M  AMP.,دافاليندي 200.000 إ.أو./مل 2,CHOLECALCIFEROL(VITAMIN D3),MUP,VITAMIN D,INJECTION,56.0
DAVALINDI 5000 I.U. 30 TABS.,دافاليندي 5000 إ.أو,CHOLECALCIFEROL(VITAMIN D3),MUP,VITAMIN D,ORAL.SOLID,55.0
DAVASC 20 CAPSULE,دافاسك,PINE BARK EXTRACT : PROCYANIDIN 95%+PHENOLIC ACID 5%,COPAD EGYPT > MIDDLE EAST PHARMACEUTICALS,PINE BARK EXTRACT 100 MG :PROCYANIDIN 95%   PHENOLIC ACID 5%,ORAL.SOLID,120.0
DAVATRY 30 TABS,دافاتري,VIT D3 100MCG ( 4000IU )+VIT K2 100MCG/1TAB,DAWA EGYPT > TRY ME PHARMA FOR PHARMACEUTICAL AND COSMETIC,MULTIVITAMIN,ORAL.SOLID,250.0
DAVAZIA 30ML DROPS,دافازيا,CHOLECALCIFEROL+VITAMIN D3,PHARMAZAD > ASIA PHARMACEUTICAL INDUSTRIES,MULTIVITAMIN,ORAL.LIQUID,65.0
DAVIKEN 200MG 10 ENTERIC COATED TAB.,دافيكين 10 إنتيريك كواتيد,SODIUM VALPROATE,AMOUN,ANTI-EPILEPTIC.FATTY ACID,ORAL.SOLID,5.0
DAVIKEN 200MG/ML SYRUP 30ML,دافيكين /مل,SODIUM VALPROATE,AMOUN,ANTI-EPILEPTIC.FATTY ACID,ORAL.LIQUID,13.2
DAVIKEN 250MG/5ML SYRUP 120ML,دافيكين /,SODIUM VALPROATE,AMOUN,ANTI-EPILEPTIC.FATTY ACID,ORAL.LIQUID,13.2
DAVIKEN 250MG/5ML SYRUP 60ML,دافيكين /,SODIUM VALPROATE,AMOUN,ANTI-EPILEPTIC.FATTY ACID,ORAL.LIQUID,8.75
DAVIKEN 500MG SR 30 F.C.TAB.,دافيكين سر,VALPROIC ACID,AMOUN,ANTICONVULSANT,ORAL.SOLID,42.0
DAVO HAIR SERUM 120 ML,دافو هاير سيروم,CAFFEINE+SAW PALMETTO+AMLA+ALOE VERA+TEA TREE OIL+MENTHOL,HI-CARE > ROVA PHARMA,HAIR CARE,UNKNOWN,38.0
DAVO HAIR SHAMPOO 200 ML,دافو هاير,CAFFEINE+SAW PALMETTO+AMLA+ALOE VERA+TEA TREE OIL+MENTHOL,HI-CARE > ROVA PHARMA,HAIR CARE,TOPICAL,30.0
DAVOLTAN 15 MG & 45 MG 56 TABS.,دافولتان &,TOLVAPTAN,HIKMA SPECIALIZED PHARMACEUTICALS,ARGININE VASOPRESSIN RECEPTOR 2 ANTAGONIST,ORAL.SOLID,12200.0
DAVOLTAN 15 MG 10 TABS.,دافولتان,TOLVAPTAN,HIKMA SPECIALIZED PHARMACEUTICALS,ARGININE VASOPRESSIN RECEPTOR 2 ANTAGONIST,ORAL.SOLID,1524.0
DAVOLTAN 30 MG & 60 MG 56 TABS.,دافولتان &,TOLVAPTAN,HIKMA SPECIALIZED PHARMACEUTICALS,ARGININE VASOPRESSIN RECEPTOR 2 ANTAGONIST,ORAL.SOLID,12200.0
DAVOLTAN 30 MG & 90 MG 56 TABS.,دافولتان &,TOLVAPTAN,HIKMA SPECIALIZED PHARMACEUTICALS,ARGININE VASOPRESSIN RECEPTOR 2 ANTAGONIST,ORAL.SOLID,12200.0
DAVOLTAN 30 MG 10 TABS.,دافولتان,TOLVAPTAN,HIKMA SPECIALIZED PHARMACEUTICALS,ARGININE VASOPRESSIN RECEPTOR 2 ANTAGONIST,ORAL.SOLID,2185.0
DAWALEXAMINE 30 F.C. TABS.,داواليكساميني,CHONDROITIN+GLUCOSAMINE+METHYL SULPHONYL METHANE,DAWAA PHARMA,ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS,ORAL.SOLID,147.0
DAWAVITROL 300.000 I.U / 20.000 I.U / 1 ML SOL. FOR I.M / ORAL 1 AMP,داوافيترول 300.000 إ.أو / 20.000 إ.أو / . / أورال,VITAMIN A+CHOLECALCIFEROL(VITAMIN D3),DELTA GRAND PHARMA > DAWAA PHARMA,VITAMIN A+VITAMIN D,INJECTION,47.0
DAWAZINAFRIN 30 CAPS.,داوازينافرين,LACTOFERRIN+ZINC+VITAMIN D,DAWAA PHARMA,MULTIVITAMIN,ORAL.SOLID,165.0
DAXAS 500 MCG 10 TABS.,داكساس,ROFLUMILAST,TAKEDA > ASTRA ZENECA,PDE-4 INHIBITOR,ORAL.SOLID,135.0
DAXOTEL 20MG/0.5ML (20MG) INJECTION CONCENTRATE.,داكسوتيل / كونسينتراتي,DOCETAXEL,FRESENIUS KABI > EGYPTIAN GROUP FOR IMPORT AND EXPORT,ANTINEOPLASTIC,INJECTION,400.0
DAXOTEL 20MG/0.5ML (80MG) INJECTION CONCENTRATE.,داكسوتيل / كونسينتراتي,DOCETAXEL,FRESENIUS KABI > EGYPTIAN GROUP FOR IMPORT AND EXPORT,ANTINEOPLASTIC,INJECTION,1500.0
DAY LIGHT SOAP 100 GM,داي ليغت سواب,SALICYLIC ACID+CHAMOMILE EXTRACT+ZINC OXIDE+GLYCERIN+KOJIC ACID+TITANIUM DIOXIDE,HI-CARE > ADVANCE FOR MEDICAL PRODUCTS,SOAP,SOAP,10.25
DAY VITAMIN WITH IRON 20 F.C. TABS.,داي فيتامين ويث إرون,,SIGMA > IBN SINA,IRON SUPPLEMENT,ORAL.SOLID,43.25
DAZOL 200MG 10 CAPS.(N/A),دازول,DANAZOL,ALFACURE PHARMACEUTICALS,SYNTHETIC ANDROGEN,ORAL.SOLID,20.0
DDRRUUGG EEYYEE,ددرروجج إييي,,,.,ORAL.SOLID,2012.0
DE-PROSTYL-2   6 SUPP.,دي-بروستيل-2 6 سوبب,CHAMOMILE+ICHTHAMMOL+POTASSIUM IODIDE,CID,PROSTATE DISORDER,RECTAL,3.5
DEBACOLEV 500 MG 10 F.C.TABS.,ديباكوليف,LEVOFLOXACIN,DEBEIKY,ANTIBIOTIC.QUINOLONE,ORAL.SOLID,75.0
DEBACOLEV 750 MG 10 F.C.TABS.,ديباكوليف,LEVOFLOXACIN,DEBEIKY,ANTIBIOTIC.QUINOLONE,ORAL.SOLID,95.0
DEBACOZOLIN 100MG/5ML 120ML SUSP. (N/A),ديباكوزولين /,LINEZOLID,DEBEIKY,ANTIBIOTIC.OXAZOLIDINONE,EFF,38.0
DEBACOZOLIN 600MG 10 F.C. TAB. (N/A),ديباكوزولين,LINEZOLID,DEBEIKY,ANTIBIOTIC.OXAZOLIDINONE,ORAL.SOLID,71.0
DEBEDONE ANTISEPTIC SOL. 10% 4 LITRE (NET PRICE),ديبيدوني أنتيسيبتيك . 10% 4 ليتري,POVIDONE- IODINE,DEBEIKY,ANTISEPTIC,UNKNOWN,190.0
DEBEDONE LIQUID SOAP 7.5% 4 LITRE (NET PRICE),ديبيدوني ليكويد سواب 7.5% 4 ليتري,POVIDONE- IODINE,DEBEIKY,ANTISEPTIC,UNKNOWN,220.0
DEBESKON ORAL SUSP. 120 ML,ديبيسكون أورال,SODIUM BICARBONATE+SODIUM ALGINATE,DEBEIKY,ANTACID,ORAL.LIQUID,44.0
DEBISTA 60MG 14 F.C.TAB.,ديبيستا,RALOXIFENE HYDROCHLORIDE,TECHNOPHARM > DBK PHARMA,OSTEOPOROSIS.ESTROGEN RECEPTOR MODULATOR,ORAL.SOLID,33.5
DEBOCAINE HCL 2% 50ML VIAL,ديبوكايني هكل 2%,LIDOCAINE,ARABCOMED > DEBEIKY,ANALGESIC.LOCAL ANESTHETIC,INJECTION,33.0
DEBOSPAN 120 ML SYRUP,ديبوسبان,MARSHMALLOW+IVY+THYME+GINGER,DBK PHARMA,COUGH RELIEF SYRUP,ORAL.LIQUID,35.0
DEBOSTEOBONE 4 F.C. TAB.,ديبوستيوبوني,ALENDRONATE+VITAMIN D3,DEBEIKY,OSTEOPOROSIS.BISPHOSPHONATES.PLUS VITAMIN D,ORAL.SOLID,60.0
DEBRIDAT 200MG 20 TAB.,ديبريدات,TRIMEBUTINE,PFIZER,ANTI-MUSCARINIC.IRRITABLE BOWEL SYNDROME,ORAL.SOLID,24.0
DECADURABOLIN 25MG/ML AMP. (CANCELLED),ديكادورابولين /مل,NANDROLONE DECANOATE,EL NILE. > ORGANON,ANABOLIC STEROID,INJECTION,7.5
DECADURABOLIN 50MG/ML 1 AMP. (CANCELLED),ديكادورابولين /مل,NANDROLONE DECANOATE,EL NILE. > ORGANON,ANDROGEN,INJECTION,10.0
DECAFORTIS 1000MG/4ML AMP.,ديكافورتيس /,TESTOSTERONE UNDECANOATE,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),ANDROGEN,INJECTION,200.0
DECAL B12-N SYRUP 120ML,ديكال ب12-ن,CALCIUM GLUCONATE+VITAMIN D3+VITAMIN B12,AMRIYA,CALCIUM WITH VITAMIN D,ORAL.LIQUID,12.0
DECANCIT S.R  20 F.C.TAB,ديكانسيت س.ر,CETIRIZINE+PSEUDOEPHEDRINE,MULTI-APEX,ANTI-HISTAMINE.ANTI-ALLERGY.COMBINED WITH VASOCONSTRICTOR AGENT,ORAL.SOLID,42.0
DECANERVE 30 CAPS.,ديكانيرفي,VITAMIN B1+VITAMIN B2+VITAMIN B3+VITAMIN B5+VITAMIN B6+VITAMIN B7+VITAMIN B9+VITAMIN B12+CHOLINE+INOSITOL,COPAD > WELLNESS PHARMA,MULTIVITAMINS,ORAL.SOLID,210.0
DECANERVE ADVANCE 30 TABS.,ديكانيرفي أدفانسي,VITAMIN B1+VITAMIN B2+VITAMIN B3+VITAMIN B5+VITAMIN B6+VITAMIN B7+VITAMIN B9+VITAMIN B12+CHOLINE+INOSITOL,COPAD > WELLNESS PHARMA,MULTIVITAMINS,ORAL.SOLID,210.0
DECAPEPTYL 0.1MG/ML 7 PREFILLED SYRINGE,ديكابيبتيل /مل 7 بريفيلليد سيرينجي,TRIPTORELIN ACETATE,FERRING PHARMACEUTICALS > MULTIPHARMA,GNRH AGONIST,INJECTION,1050.0
DECAPEPTYL CR 3.75MG PREFILLED SYRINGE,ديكابيبتيل كر بريفيلليد سيرينجي,TRIPTORELIN ACETATE,FERRING PHARMACEUTICALS > MULTIPHARMA,GNRH AGONIST,INJECTION,847.0
DECAPRENO 200.000 I.U / 1 ML SOL. FOR I.M / ORAL 2 AMPS.,ديكابرينو 200.000 إ.أو / . / أورال,CHOLECALCIFEROL(VITAMIN D3),MINA PHARM,VITAMIN D,INJECTION,58.0
DECENTRIK 4000 IU CAPSULE,ديسينتريك,VIT D3 ( CHOLECALCIFEROL ) 4000 IU+VIT K2 ( AS MENAQUINONE-7 )100 MCG,GLORIA PHARMA > DAR EL SE7A,VIT D3 + VIT K2,ORAL.SOLID,94.0
DECETRI SYRUP 120 ML,ديسيتري,DEXTROMETHORPHAN+PARACETAMOL(ACETAMINOPHEN)+PSEUDOEPHEDRINE,AVERROES PHARMA-EGYPT,COLD PRODUCTS,ORAL.LIQUID,10.5
DECIDU HAPPY 60ML SPRAY,ديسيدو هاببي,PROPOLIS+MANUKA HONEY+ECHINACEA+VITAMIN C+ZINC+PROBIOITICS,EL-NAIL FACTORY > GMCKS PHARMA,COSMETICS,UNKNOWN,140.0
DECLOFENAC 1% GEL 20 GM,ديكلوفيناك 1%,DICLOFENAC SODIUM,EL NASR,NSAID.ACETIC ACID DERIVATIVES,TOPICAL,13.0
DECLOFENAC 25MG 30 TAB.,ديكلوفيناك,DICLOFENAC SODIUM,EL NASR,NSAID.ACETIC ACID DERIVATIVES,ORAL.SOLID,8.0
DECLOFENAC 50MG 20 TAB.,ديكلوفيناك,DICLOFENAC SODIUM,EL NASR,NSAID.ACETIC ACID DERIVATIVES,ORAL.SOLID,12.0
DECLOPEGAL 1% TOPICAL GEL 50 GM,ديكلوبيجال 1%,DICLOFENAC EPOLAMINE,DBK PHARMA > XEEDIA PHARMA,NSAID.ACETIC ACID DERIVATIVES,TOPICAL,17.0
DECLOPEGAL K 50 MG  10 SACHETS,ديكلوبيجال ك,DICLOFENAC POTASSIUM,ATCO PHARMA > XEEDIA PHARMA,NSAID.ACETIC ACID DERIVATIVES,EFF,18.0
DECLOPHEN 0.1%  EYE DROPS 5 ML,ديكلوفين 0.1% إيي,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,EYE,4.5
DECLOPHEN 100MG 5 SUPP.,ديكلوفين 5 سوبب,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,RECTAL,21.0
DECLOPHEN 12.5MG 5 INFANTILE SUPP.,ديكلوفين 5 إنفانتيلي سوبب,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,RECTAL,14.0
DECLOPHEN 25MG 20 TAB.,ديكلوفين,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,ORAL.SOLID,12.0
DECLOPHEN 25MG 5 INFANTILE SUPP.,ديكلوفين 5 إنفانتيلي سوبب,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,RECTAL,15.0
DECLOPHEN 50 MG 20 TAB.,ديكلوفين,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,ORAL.SOLID,32.0
DECLOPHEN 75MG/3ML 3 AMPS.,ديكلوفين /,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,INJECTION,36.0
DECLOPHEN 75MG/3ML 6 AMPS.,ديكلوفين /,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,INJECTION,39.5
DECLOPHEN FAST 50MG GR. FOR ORAL SUSP. 10 SACHETS,ديكلوفين فاست جر. أورال,DICLOFENAC POTASSIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,EFF,34.0
DECLOPHEN FAST 50MG GR. FOR ORAL SUSP. 30 SACHETS,ديكلوفين فاست جر. أورال,DICLOFENAC POTASSIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,EFF,102.0
DECLOPHEN GEL 1% 30 GM,ديكلوفين 1%,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,TOPICAL,29.0
DECLOPHEN PLUS 50/250MG 30 CAPS.,ديكلوفين بلوس 50/,CHLORZOXAZONE+DICLOFENAC POTASSIUM,PHARCO,SKELETAL MUSCLE RELAXANT,ORAL.SOLID,46.0
DECLOPHEN S.R. 100MG 8 CAPS.,ديكلوفين س.ر,DICLOFENAC SODIUM,PHARCO,NSAID.ACETIC ACID DERIVATIVES,ORAL.SOLID,18.0
DECOBAKON 1500 MCG/ML 3 AMP,ديكوباكون /مل,HYDROXOCOBALAMIN,EIMC > PHARMAKON,VITAMIN B12,INJECTION,11.0
DECONADAL 10 MG 21 F.C. TABS.,ديكونادال,ROSUVASTATIN,COPAD PHARMA,ANTIHYPERLIPIDEMIC.STATINS,ORAL.SOLID,108.0
DECONADAL 20 MG 21 F.C. TABS.,ديكونادال,ROSUVASTATIN,COPAD PHARMA,ANTIHYPERLIPIDEMIC.STATINS,ORAL.SOLID,165.0
DECONGESS 120MG S.R.CAPS.,ديكونجيسس,PSEUDOEPHEDRINE,PHAROPHARMA,DECONGESTANT,ORAL.SOLID,10.0
DECONGESS L 14 CAPS.,ديكونجيسس ل,LORATADINE+PSEUDOEPHEDRINE,PHAROPHARMA,ANTI-HISTAMINE.ANTI-ALLERGY.COMBINED WITH VASOCONSTRICTOR AGENT,ORAL.SOLID,50.0
DECONGESTYL-N 12 RECTAL SUPP.,ديكونجيستيل-ن 12 سوبب,HAMAMELIS EXTRACT+ICHTAMMOL+POTASSIUM IODIDE,EL NILE.,HEMORRHOIDS,RECTAL,56.0
DECONTRAZAD TOPICAL CREAM 80 GM,ديكونترازاد,MEPHENESIN+METHYL NICOTINATE,ZAD,MUSCLE RELAXANT,TOPICAL,12.0
DEDENT ORAL DROPS 15ML,ديدينت أورال,VITAMIN D3,PHARMA ZAD > HEMALIFE PHARMACEUTICALS,MULTIVITAMIN,ORAL.LIQUID,55.0
DEDERA ORAL DROPS 15 ML,ديديرا أورال,VITAMIN D3+VITAMIN K2,ORGANIX FOR DIETARY SUPPLEMENTS > FAMILA,MULTIVITAMIN,ORAL.LIQUID,70.0
DEDORE 200I.U PER DROP 20 ML ORAL DROPS,ديدوري 200إ.أو بير أورال,CHOLECALCIFEROL VITAMIN D3,ORGANIX > SHIELD,MULTIVITAMIN,ORAL.LIQUID,65.0
DEEP FREEZE PAIN RELIEF COLD 4 PATCHES,ديب فريزي باين ريليف كولد,N-PENTANE+ISO-BUTANE+PROPANE+N-BUTANE+DENATURED ETHANOL+LEVOMENTHOL,MENTHOLATUM LIMITED > EGYPHARMA,ANALGESIC,UNKNOWN,170.0
DEEP FREEZE PAIN RELIEF COLD GEL 100 GM,ديب فريزي باين ريليف كولد,N-PENTANE+ISO-BUTANE+PROPANE+N-BUTANE+DENATURED ETHANOL+LEVOMENTHOL,MENTHOLATUM LIMITED > EGYPHARMA,ANALGESIC,TOPICAL,280.0
DEEP FREEZE PAIN RELIEF COLD SPRAY 150 ML,ديب فريزي باين ريليف كولد,N-PENTANE+ISO-BUTANE+PROPANE+N-BUTANE+DENATURED ETHANOL+LEVOMENTHOL,MENTHOLATUM LIMITED > EGYPHARMA,ANALGESIC,SPRAY,450.0
DEEP HEAT PAIN RELIEF 4 PATCHES,ديب هيات باين ريليف,,MENTHOLATUM LIMITED -  ENGLAND > EGYPHARMA,ANALGESIC,UNKNOWN,170.0
DEEP HEAT TOPICAL SPRAY 150 ML,ديب هيات,ETHYL SALICYLATE+HYDROXYETHYL SALICYLATE+METHYL NICOTINATE+METHYL SALICYLATE,MENTHOLATUM LIMITED -  ENGLAND > UNITED COMPANY FOR DISTRIBUTION,ANALGESIC,SPRAY,20.4
DEEP MASSAGE CREAM 125 GM,ديب ماسساجي,,EGYPTIAN CO. FOR COSMETICS > PHARMAKON,MASSAGE,TOPICAL,55.0
DEEPFREEZE PHARMAKON COLD GEL 125 GM,ديبفريزي فارماكون كولد,ETHYL CHLORIDE+MENTHOL+THYMOL+EUCALYPTUS OIL+CAMPHOR+ALLANTOIN GLYCYRRHETINIC ACID+ALOE VERA+TOCOPHERYL ACETATE+ISOPROPYL MYRISTATE+MELALEUCA ALTERNIFOLIA LEAF OIL,PHARMAKON,TOPICAL ANALGESIC,TOPICAL,138.0
DEEPFREEZE PHARMAKON COLD SPRAY 125 ML,ديبفريزي فارماكون كولد,ETHYL CHLORIDE+MENTHOL+THYMOL+EUCALYPTUS OIL+CAMPHOR+ALLANTOIN GLYCYRRHETINIC ACID+ALOE VERA+TOCOPHERYL ACETATE+ISOPROPYL MYRISTATE+MELALEUCA ALTERNIFOLIA LEAF OIL,PHARMAKON,TOPICAL ANALGESIC,UNKNOWN,138.0
DEEPO CREAM 30 GM,ديبو,BETA-SITOSTEROL ( SESAME OIL )+BEES WAX+PANTHENOL,SMARTEC > PHILOPHARM,HEALING TOPICAL,TOPICAL,75.0
DEETRIO 5000 I.U. 30 F.C.TABS.,ديتريو 5000 إ.أو,VITAMIN D3+CALCIUM CARBONATE,MINAPHARM,CALCIUM WITH VITAMIN D,ORAL.SOLID,75.0
DEFENCE DEO ACTIVE 72H ROLL-ON 50 ML,ديفينسي ديو أكتيفي 72ه رولل-أون,,ICIM BIONIKE INTERNATIONAL S.P.A. > MAGIC PHARMA-EGYPT,SKIN CARE,UNKNOWN,200.0
DEFENCE HAIR ANTI-DANDRUFF SHAMPOO 200 ML,ديفينسي هاير أنتي-داندروفف,,ICIM BIONIKE INTERNATIONAL S.P.A. > MAGIC PHARMA-EGYPT,HAIR CARE,TOPICAL,300.0
DEFEROXINOVA 125MG 10 DISP. TABS.,ديفيروكسينوفا 10 ديسب,DEFERASIROX,DEBEIKY > INNOVA PHARMA,ORAL IRON CHELATING AGENTS,ORAL.SOLID,208.75
